"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10"
1.240,1.54,-11.27,128.15,1.240,1.60,0.00,-0.98,1.240,1.56,-10.97,119.81,1.240,0.09,31.98,-67.41,1.240,1.50,-0.11,265.11,1.240,0.10,34.72,34.03,1.240,1.39,-0.03,-1.07,1.240,0.26,-1.95,0.68,1.240,0.41,-1.44,7.01,1.240,0.73,-1.09,-1.35
1.260,1.54,0.01,255.47,1.260,1.60,-0.01,1.27E-4,1.260,1.55,-0.11,252.04,1.260,3.26,17.78,-573.84,1.260,1.50,-0.03,99.49,1.260,2.89,23.71,-567.52,1.260,1.39,-0.01,0.17,1.260,0.22,-1.96,6.02,1.260,0.39,-1.32,6.40,1.260,0.71,-1.10,0.24
1.280,1.54,0.04,93.70,1.280,1.60,-0.01,0.72,1.280,1.56,0.24,98.31,1.280,0.84,-2.77,-443.38,1.280,1.50,0.02,1.18,1.280,1.55,0.36,-587.73,1.280,1.39,0.02,0.68,1.280,0.19,-1.81,15.57,1.280,0.36,-1.18,3.24,1.280,0.69,-1.06,1.02
1.300,1.54,0.02,-1.20,1.300,1.60,0.02,0.61,1.300,1.55,0.32,6.11,1.300,1.51,-8.99,-79.53,1.300,1.50,0.03,-0.85,1.300,1.52,-11.77,-204.06,1.300,1.39,0.02,0.56,1.300,0.15,-1.35,22.09,1.300,0.34,-1.15,0.00,1.300,0.67,-1.03,0.66
1.320,1.54,-0.03,-1.44,1.320,1.60,0.05,-0.47,1.320,1.59,0.39,3.61,1.320,1.51,5.55,96.49,1.320,1.50,-0.03,-1.83,1.320,1.51,-0.32,93.03,1.320,1.39,0.02,0.61,1.320,0.13,-0.69,276.28,1.320,0.32,-1.23,-1.56,1.320,0.65,-1.04,0.02
1.340,1.54,-0.07,-0.57,1.340,1.60,0.00,-3.73,1.340,1.56,0.47,3.27,1.340,1.51,-0.08,27.38,1.340,1.50,-0.08,-1.01,1.340,1.51,-0.10,97.96,1.340,1.39,0.05,0.51,1.340,0.12,-0.43,526.02,1.340,0.29,-1.28,-0.92,1.340,0.63,-1.04,-0.18
1.360,1.54,-0.05,0.53,1.360,1.60,-0.05,-8.14,1.360,1.60,0.52,-2.04,1.360,1.51,-0.10,-45.60,1.360,1.49,-0.09,0.75,1.360,1.51,-0.16,1.18,1.360,1.39,0.06,-0.07,1.360,0.13,30.43,300.66,1.360,0.26,-1.24,-1.00,1.360,0.61,-1.05,-0.13
1.380,1.54,-0.03,1.02,1.380,1.60,-0.33,-9.82,1.380,1.60,0.58,-8.72,1.380,1.50,-0.05,2.13,1.380,1.49,-0.03,1.55,1.380,1.51,-0.18,2.29,1.380,1.39,0.04,-0.61,1.380,0.09,30.66,-397.53,1.380,0.25,-1.25,-3.14,1.380,0.59,-1.05,-0.13
1.400,1.54,0.00,0.61,1.400,1.60,-0.60,-5.63,1.400,1.61,0.04,-10.75,1.400,1.50,0.05,1.19,1.400,1.49,0.02,0.90,1.400,1.50,-0.09,5.69,1.400,1.39,0.02,-0.60,1.400,3.81,4.30,-876.74,1.400,0.22,-1.38,-3.85,1.400,0.57,-1.05,-0.33
1.420,1.54,0.01,1.06,1.420,1.57,-0.62,5.67,1.420,1.62,-0.09,-5.25,1.420,1.51,0.02,-0.34,1.420,1.50,0.00,1.76,1.420,1.50,0.11,5.87,1.420,1.39,0.02,-0.31,1.420,0.12,-22.01,-388.90,1.420,0.19,-1.51,93.35,1.420,0.54,-1.06,-0.60
1.440,1.54,-0.02,1.39,1.440,1.56,-0.43,16.97,1.440,1.59,-0.10,3.13,1.440,1.51,-0.04,-0.57,1.440,1.49,-0.01,7.07,1.440,1.51,0.23,2.21,1.440,1.39,0.01,-0.15,1.440,0.61,-22.11,335.71,1.440,0.16,-1.44,288.64,1.440,0.52,-1.08,-0.63
1.460,1.54,0.11,-0.84,1.460,1.56,0.18,21.28,1.460,1.61,0.09,1.08,1.460,1.50,-0.01,-0.47,1.460,1.49,0.21,16.16,1.460,1.52,0.20,-2.17,1.460,1.39,0.01,-0.18,1.460,0.64,10.41,569.94,1.460,0.13,10.01,391.27,1.460,0.50,-1.09,-0.27
1.480,1.54,0.06,-6.21,1.480,1.55,0.63,12.06,1.480,1.60,0.24,-4.70,1.480,1.51,0.01,-1.82,1.480,1.49,0.66,20.06,1.480,1.52,0.09,-3.71,1.480,1.39,0.01,-0.26,1.480,0.63,12.17,249.72,1.480,0.11,21.73,208.65,1.480,0.48,-1.09,0.38
1.500,1.55,-0.17,-10.36,1.500,1.59,0.87,-8.42,1.500,1.61,-0.30,-8.31,1.500,1.51,-0.08,-2.49,1.500,1.52,1.27,7.51,1.500,1.52,0.00,-2.56,1.500,1.40,0.00,-0.27,1.500,1.36,12.10,-136.41,1.500,1.44,22.27,-168.89,1.500,0.46,-1.08,0.97
1.520,1.53,-0.48,-7.75,1.520,1.60,0.33,-21.12,1.520,1.62,-0.28,-2.80,1.520,1.50,-0.18,-0.48,1.520,1.55,1.33,-16.81,1.520,1.52,-0.01,-0.85,1.520,1.39,-0.01,-0.08,1.520,1.36,6.16,-202.03,1.520,1.45,11.34,-365.35,1.520,0.44,-1.05,1.07
1.540,1.52,-0.59,-2.53,1.540,1.61,-0.53,-13.60,1.540,1.56,-0.39,7.90,1.540,1.49,-0.12,1.63,1.540,1.59,0.43,-32.57,1.540,1.52,-0.01,0.00,1.540,1.39,-0.01,0.23,1.540,1.36,0.05,-152.56,1.540,1.45,0.13,-279.32,1.540,0.41,-1.02,0.48
1.560,1.51,-0.45,-2.95,1.560,1.57,-0.50,6.83,1.560,1.62,0.00,10.96,1.560,1.50,-0.01,2.30,1.560,1.58,-0.52,-22.60,1.560,1.52,-0.01,0.08,1.560,1.39,0.01,0.35,1.560,1.36,-0.02,-52.12,1.560,1.45,0.03,-93.78,1.560,0.40,-1.02,-0.48
1.580,1.50,-0.51,-10.18,1.580,1.56,0.07,15.90,1.580,1.56,0.37,7.84,1.580,1.50,-0.06,7.27,1.580,1.54,-0.78,1.97,1.580,1.52,-0.01,0.06,1.580,1.39,0.02,0.09,1.580,1.36,-0.02,-0.47,1.580,1.45,0.07,1.98,1.580,0.38,-1.05,-1.10
1.600,1.50,-0.92,-14.69,1.600,1.60,0.55,6.01,1.600,1.61,0.27,-1.13,1.600,1.50,0.03,12.70,1.600,1.54,-0.16,16.01,1.600,1.52,0.00,0.04,1.600,1.40,0.01,-0.30,1.600,1.36,-0.02,,1.600,1.46,0.16,3.01,1.600,0.35,-1.08,-1.17
1.620,1.48,-1.34,-7.92,1.620,1.60,0.33,-5.65,1.620,1.61,0.28,-5.35,1.620,1.49,0.71,5.70,1.620,1.54,0.31,12.78,1.620,1.51,0.00,-0.18,1.620,1.40,0.00,-0.42,1.620,1.36,-0.01,,1.620,1.46,0.24,0.43,1.620,0.33,-1.09,-0.83
1.640,1.43,-1.37,6.62,1.640,1.60,-0.04,-6.22,1.640,1.60,-0.04,-6.47,1.640,1.51,0.74,-13.55,1.640,1.56,0.30,5.86,1.640,1.52,0.00,-0.75,1.640,1.40,-0.01,-0.19,1.640,1.36,,,1.640,1.47,0.21,-3.73,1.640,0.31,-1.11,-0.25
1.660,1.41,-1.00,17.94,1.660,1.60,-0.02,-1.65,1.660,1.61,0.04,-10.03,1.660,1.57,-0.08,-24.15,1.660,1.56,0.28,6.22,1.660,1.51,-0.03,-1.30,1.660,1.39,-0.01,0.13,,,,,1.660,1.47,0.06,-5.96,1.660,0.29,-1.11,0.37
1.680,1.40,-0.47,9.38,1.680,1.59,0.15,-4.81,1.680,1.61,-0.27,-9.06,1.680,1.51,-0.80,-10.02,1.680,1.56,0.57,3.21,1.680,1.51,-0.07,-1.34,1.680,1.40,-8.72E-4,0.22,,,,,1.680,1.47,-0.11,-4.28,1.680,0.27,-1.09,0.66
1.700,1.39,-0.10,-28.52,1.700,1.60,-0.06,-9.85,1.700,1.61,-0.70,1.50,1.700,1.48,-0.64,7.20,1.700,1.57,0.79,-6.88,1.700,1.51,-0.09,-0.67,1.700,1.40,0.00,0.12,,,,,1.700,1.46,-0.15,-0.59,1.700,0.24,-1.07,0.45
1.720,1.39,-1.15,,1.720,1.61,-0.58,-3.06,1.720,1.57,-0.39,16.64,1.720,1.50,0.10,13.30,1.720,1.61,0.18,-11.06,1.720,1.51,-0.10,0.20,1.720,1.40,0.00,-0.01,,,,,1.720,1.46,-0.09,1.92,1.720,0.22,-1.07,0.04
1.740,1.40,-3.74,,1.740,1.57,-0.48,8.28,1.740,1.57,0.34,17.52,1.740,1.50,-0.12,12.59,1.740,1.60,-0.16,,1.740,1.51,-0.08,1.09,1.740,1.40,0.00,-0.04,,,,,1.740,1.46,-0.03,1.98,1.740,0.20,-1.08,0.46
1.760,1.24,,,1.760,1.56,0.20,10.74,1.760,1.61,0.69,2.14,1.760,1.50,0.27,13.11,1.760,1.55,0.19,,1.760,1.51,-0.06,,1.760,1.40,0.00,0.04,,,,,1.760,1.46,-5.21E-4,0.82,1.760,0.18,-1.08,3.20
,,,,1.780,1.60,0.16,-0.11,1.780,1.61,0.33,-11.83,1.780,1.46,0.70,14.70,1.780,1.61,,,1.780,1.51,-9.41E-4,,1.780,1.40,0.00,0.10,,,,,1.780,1.46,0.00,-0.21,1.780,0.16,-1.01,8.55
,,,,1.800,1.61,0.08,-6.16,1.800,1.61,-0.12,-13.40,1.800,1.57,0.86,8.42,,,,,1.800,1.51,,,1.800,1.40,0.01,-0.01,,,,,1.800,1.46,-0.02,-0.59,1.800,0.14,-0.76,13.60
,,,,1.820,1.54,-0.37,1.58,1.820,1.61,-0.27,-6.95,1.820,1.52,1.06,-0.02,,,,,,,,,1.820,1.40,0.01,-0.27,,,,,1.820,1.46,-0.04,-0.35,1.820,0.12,-0.37,14.14
,,,,1.840,1.62,-0.01,6.17,1.840,1.60,-0.32,0.35,1.840,1.55,0.92,-16.77,,,,,,,,,1.840,1.40,0.00,-0.44,,,,,1.840,1.46,-0.04,0.36,1.840,0.12,-0.08,100.47
,,,,1.860,1.54,0.44,1.12,1.860,1.59,-0.30,7.58,1.860,1.61,0.63,-29.02,,,,,,,,,1.860,1.40,-0.02,-0.26,,,,,1.860,1.46,-0.02,1.08,1.860,0.13,0.02,276.23
,,,,1.880,1.61,0.01,-12.51,1.880,1.59,-0.05,,1.880,1.59,-0.72,-15.74,,,,,,,,,1.880,1.39,-0.02,,,,,,1.880,1.46,0.01,1.26,1.880,0.12,10.91,363.52
,,,,1.900,1.61,-0.26,-14.11,1.900,1.58,0.36,,1.900,1.55,-0.78,14.90,,,,,,,,,1.900,1.39,-0.01,,,,,,1.900,1.46,0.04,0.67,1.900,0.12,21.78,89.87
,,,,1.920,1.55,-0.82,-2.13,1.920,1.60,,,1.920,1.52,0.44,30.97,,,,,,,,,1.920,1.39,,,,,,,1.920,1.46,0.05,-0.30,1.920,1.43,21.77,
,,,,1.940,1.56,-0.43,6.07,,,,,1.940,1.59,1.25,12.47,,,,,,,,,,,,,,,,,1.940,1.46,0.02,-0.83,1.940,1.43,-0.06,
,,,,1.960,1.56,-0.08,11.65,,,,,1.960,1.61,0.96,-13.60,,,,,,,,,,,,,,,,,1.960,1.46,0.00,,1.960,1.43,,
,,,,1.980,1.55,-0.27,11.73,,,,,1.980,1.61,0.19,-20.64,,,,,,,,,,,,,,,,,1.980,1.46,-0.01,,,,,
,,,,2.000,1.55,0.42,6.97,,,,,2.000,1.61,-0.14,-10.63,,,,,,,,,,,,,,,,,2.000,1.46,,,,,,
,,,,2.020,1.54,0.48,-2.21,,,,,2.020,1.61,-0.13,0.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.040,1.63,0.01,-5.57,,,,,2.040,1.59,0.01,4.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.060,1.54,-0.12,3.26,,,,,2.060,1.61,0.13,1.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.080,1.55,0.35,0.63,,,,,2.080,1.61,0.11,-1.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.100,1.60,0.53,-9.69,,,,,2.100,1.61,-0.04,-2.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.120,1.61,-0.56,-11.55,,,,,2.120,1.61,7.32E-4,-1.21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.140,1.54,-0.37,-7.19,,,,,2.140,1.61,-0.02,-0.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.160,1.54,-0.14,-13.46,,,,,2.160,1.61,-0.05,-1.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.180,1.62,-0.76,-25.32,,,,,2.180,1.61,-0.05,-1.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.200,1.51,-1.78,-13.90,,,,,2.200,1.61,-0.11,-1.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.220,1.48,-1.76,8.84,,,,,2.220,1.61,-0.17,1.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.240,1.47,-0.81,18.04,,,,,2.240,1.60,-0.07,5.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.260,1.46,-0.68,9.46,,,,,2.260,1.60,0.13,3.95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.280,1.44,-0.70,-0.09,,,,,2.280,1.61,0.28,-5.98,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.300,1.43,-0.73,-0.58,,,,,2.300,1.61,-0.04,-14.97,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.320,1.41,-0.77,1.38,,,,,2.320,1.62,-0.62,-8.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.340,1.39,-0.68,2.19,,,,,2.340,1.58,-0.77,7.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.360,1.38,-0.58,-0.93,,,,,2.360,1.56,-0.07,9.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.380,1.38,-0.65,-7.08,,,,,2.380,1.57,0.28,-0.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.400,1.36,-0.91,,,,,,2.400,1.62,-0.47,-6.97,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.420,1.34,-1.20,,,,,,2.420,1.56,-0.42,-1.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.440,1.31,,,,,,,2.440,1.52,-0.20,3.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.460,1.62,-0.13,-3.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.480,1.53,-0.37,-1.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.500,1.53,-0.71,13.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.520,1.57,0.19,23.54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.540,1.50,0.93,5.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.560,1.58,0.82,-28.24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.580,1.63,-0.68,-32.66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.600,1.54,-1.58,-0.38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.620,1.46,-0.59,37.04,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.640,1.56,0.68,25.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.660,1.54,1.51,-32.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.680,1.54,-0.62,-87.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.700,1.66,-3.24,-89.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.720,1.36,-5.09,-33.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.740,1.33,-4.73,21.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.760,1.26,-3.12,42.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.780,1.20,-2.65,30.19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.800,1.13,-2.06,8.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.820,1.15,-2.17,-3.54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.840,1.06,-2.55,-3.09,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.860,1.00,-2.60,7.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.880,0.97,-2.01,13.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.900,0.93,-1.85,13.09,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.920,0.89,-1.67,15.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.940,0.85,-1.36,22.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.960,0.84,-0.64,21.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.980,0.82,-0.15,5.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.000,0.85,-0.34,-16.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.020,0.83,-1.03,-24.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.040,0.79,-1.70,-17.90,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.060,0.75,-1.77,-10.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.080,0.72,-1.76,61.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.100,0.68,-2.27,210.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.120,0.65,6.17,304.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.140,0.55,15.60,181.09,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.160,1.59,16.87,-112.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.180,1.61,8.76,-280.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.200,1.61,-0.48,-221.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.220,1.58,-0.73,-66.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.240,1.56,-0.17,19.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.260,1.57,0.49,14.23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.280,1.60,0.60,-2.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.300,1.60,0.20,-11.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.320,1.60,-0.13,-7.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.340,1.60,-0.11,0.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.360,1.60,0.03,2.58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.380,1.60,0.07,1.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.400,1.60,0.00,-2.00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.420,1.59,0.06,-6.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.440,1.60,-0.20,-11.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.460,1.61,-0.57,8.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.480,1.56,-0.75,-27.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.500,1.56,1.62,-171.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.520,1.56,-5.72,-228.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.540,1.81,-16.16,13.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.560,0.63,-10.42,335.95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.580,0.55,7.91,243.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.600,1.57,10.52,-130.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.620,1.82,-7.89,-188.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.640,0.62,-10.29,164.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.660,0.55,6.08,278.98,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.680,1.60,16.33,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.700,1.57,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.720,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,
