"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10"
1.320,0.75,-1.07,-0.52,1.320,0.62,-1.04,0.40,1.320,0.91,-1.02,0.49,1.320,0.84,-0.95,0.16,1.320,0.83,-0.84,0.57,1.320,0.76,-0.99,0.06,1.320,0.71,-1.02,0.32,1.320,0.66,-0.95,1.23,1.320,0.84,-1.00,0.76,1.320,1.16,-0.86,-0.62
1.340,0.73,-1.08,-0.74,1.340,0.60,-1.03,-0.22,1.340,0.89,-1.01,-0.37,1.340,0.82,-0.94,-0.15,1.340,0.81,-0.83,-0.80,1.340,0.74,-0.99,0.11,1.340,0.69,-1.03,-0.04,1.340,0.64,-0.93,-0.13,1.340,0.82,-0.99,2.20,1.340,1.14,-0.87,-0.34
1.360,0.71,-1.10,-1.00,1.360,0.58,-1.05,-0.59,1.360,0.87,-1.03,-1.33,1.360,0.80,-0.95,-0.80,1.360,0.80,-0.87,-2.20,1.360,0.72,-0.98,-0.25,1.360,0.66,-1.03,0.04,1.360,0.63,-0.96,-1.24,1.360,0.81,-0.95,3.88,1.360,1.12,-0.89,0.06
1.380,0.69,-1.13,-0.94,1.380,0.56,-1.07,-0.48,1.380,0.85,-1.08,-1.49,1.380,0.78,-0.98,-1.13,1.380,0.78,-0.94,-2.36,1.380,0.70,-0.99,-0.68,1.380,0.65,-1.02,0.13,1.380,0.61,-1.01,-1.00,1.380,0.78,-0.81,3.83,1.380,1.10,-0.86,-0.04
1.400,0.67,-1.15,-0.41,1.400,0.54,-1.08,0.13,1.400,0.83,-1.11,-1.00,1.400,0.76,-1.01,-1.07,1.400,0.76,-0.99,-0.84,1.400,0.68,-1.02,-0.59,1.400,0.63,-1.02,-0.01,1.400,0.59,-1.02,-0.15,1.400,0.77,-0.71,0.40,1.400,1.09,-0.86,-0.85
1.420,0.64,-1.15,0.31,1.420,0.52,-1.06,0.68,1.420,0.81,-1.11,-0.24,1.420,0.74,-1.02,-0.96,1.420,0.74,-0.99,1.11,1.420,0.66,-1.03,0.12,1.420,0.60,-1.03,-0.28,1.420,0.57,-0.99,0.31,1.420,0.77,-0.77,-3.98,1.420,1.07,-0.90,-1.24
1.440,0.62,-1.13,0.64,1.440,0.50,-1.04,0.88,1.440,0.78,-1.12,0.33,1.440,0.72,-1.04,-0.85,1.440,0.72,-0.93,2.33,1.440,0.64,-1.01,0.53,1.440,0.58,-1.03,-0.39,1.440,0.55,-0.99,0.15,1.440,0.74,-0.94,-2.30,1.440,1.05,-0.95,-0.48
1.460,0.60,-1.11,0.48,1.460,0.48,-1.02,0.76,1.460,0.76,-1.10,0.73,1.460,0.70,-1.06,-0.51,1.460,0.70,-0.88,1.94,1.460,0.62,-0.99,-0.15,1.460,0.56,-1.04,0.04,1.460,0.53,-1.00,-0.10,1.460,0.72,-1.05,2.70,1.460,1.03,-0.93,0.13
1.480,0.57,-1.11,0.06,1.480,0.46,-1.01,0.58,1.480,0.74,-1.08,0.83,1.480,0.68,-1.07,0.08,1.480,0.68,-0.83,0.29,1.480,0.60,-1.01,-1.24,1.480,0.54,-1.05,0.45,1.480,0.51,-1.00,-0.01,1.480,0.70,-0.70,2.54,1.480,1.01,-0.90,-0.10
1.500,0.55,-1.11,-0.37,1.500,0.44,-1.00,0.19,1.500,0.72,-1.06,0.51,1.500,0.66,-1.06,0.43,1.500,0.67,-0.85,-1.34,1.500,0.58,-1.06,-1.65,1.500,0.52,-1.01,-0.08,1.500,0.49,-1.00,0.16,1.500,0.68,-0.69,-4.83,1.500,1.00,-0.94,-0.45
1.520,0.53,-1.12,-0.56,1.520,0.42,-0.99,-0.52,1.520,0.70,-1.06,0.13,1.520,0.64,-1.04,0.36,1.520,0.65,-0.91,-1.02,1.520,0.56,-1.09,-0.94,1.520,0.50,-1.01,-1.51,1.520,0.47,-0.99,0.46,1.520,0.70,-1.00,-10.79,1.520,0.98,-0.95,-0.06
1.540,0.51,-1.14,-0.37,1.540,0.40,-1.02,-1.09,1.540,0.68,-1.06,-0.10,1.540,0.62,-1.04,-0.01,1.540,0.63,-0.95,2.22,1.540,0.53,-1.10,0.13,1.540,0.48,-1.09,-2.08,1.540,0.45,-0.98,0.88,1.540,0.64,-1.33,-5.72,1.540,0.96,-0.93,0.24
1.560,0.48,-1.14,0.28,1.560,0.38,-1.05,-1.09,1.560,0.65,-1.06,-0.10,1.560,0.60,-1.04,-0.38,1.560,0.61,-0.85,2.82,1.560,0.51,-1.08,0.81,1.560,0.46,-1.15,-0.42,1.560,0.43,-0.96,1.09,1.560,0.62,-1.35,2.61,1.560,0.94,-0.91,-0.42
1.580,0.46,-1.13,0.91,1.580,0.35,-1.07,-0.49,1.580,0.63,-1.06,-0.05,1.580,0.58,-1.06,-0.47,1.580,0.59,-0.65,-3.12,1.580,0.49,-1.06,0.87,1.580,0.43,-1.12,1.59,1.580,0.41,-0.93,0.72,1.580,0.60,-1.02,5.90,1.580,0.92,-0.94,-1.10
1.600,0.44,-1.10,1.00,1.600,0.33,-1.07,0.08,1.600,0.61,-1.06,0.01,1.600,0.56,-1.07,-0.25,1.600,0.58,-0.88,-11.01,1.600,0.47,-1.04,0.72,1.600,0.41,-1.03,1.84,1.600,0.39,-0.92,-0.09,1.600,0.58,-1.00,3.46,1.600,0.90,-0.98,0.18
1.620,0.42,-1.08,0.42,1.620,0.31,-1.06,0.40,1.620,0.59,-1.06,0.08,1.620,0.53,-1.07,0.07,1.620,0.58,-1.30,-11.01,1.620,0.45,-1.04,0.79,1.620,0.39,-1.01,0.45,1.620,0.37,-0.94,-0.53,1.620,0.56,-0.98,0.34,1.620,0.88,-0.99,2.37
1.640,0.40,-1.08,-0.54,1.640,0.29,-1.05,0.60,1.640,0.57,-1.06,0.14,1.640,0.51,-1.06,0.21,1.640,0.52,-1.52,-1.31,1.640,0.43,-1.01,0.82,1.640,0.37,-1.04,-0.68,1.640,0.35,-0.96,-0.28,1.640,0.54,-0.98,-0.12,1.640,0.86,-0.84,2.12
1.660,0.37,-1.10,-1.16,1.660,0.27,-1.04,0.62,1.660,0.55,-1.06,0.74,1.660,0.49,-1.06,0.16,1.660,0.50,-1.32,6.70,1.660,0.41,-0.99,0.35,1.660,0.35,-1.06,-0.81,1.660,0.33,-0.95,0.34,1.660,0.52,-0.99,-0.24,1.660,0.84,-0.80,-1.43
1.680,0.35,-1.14,-1.05,1.680,0.25,-1.02,0.44,1.680,0.53,-1.05,1.37,1.680,0.47,-1.06,0.28,1.680,0.48,-1.01,7.28,1.680,0.39,-0.99,-0.54,1.680,0.33,-1.06,-0.71,1.680,0.31,-0.94,1.01,1.680,0.50,-0.99,-0.15,1.680,0.84,-0.92,-4.66
1.700,0.33,-1.15,-0.41,1.700,0.23,-1.02,0.15,1.700,0.51,-0.98,0.85,1.700,0.45,-1.05,0.61,1.700,0.46,-1.01,5.68,1.700,0.37,-1.02,-1.00,1.700,0.31,-1.08,-0.65,1.700,0.30,-0.91,1.56,1.700,0.48,-1.00,0.12,1.700,0.81,-1.09,-3.05
1.720,0.31,-1.15,0.19,1.720,0.21,-1.02,-0.03,1.720,0.49,-0.97,-0.93,1.720,0.43,-1.03,0.72,1.720,0.44,-0.96,8.14,1.720,0.35,-1.05,-0.76,1.720,0.29,-1.10,-0.39,1.720,0.28,-0.87,3.63,1.720,0.46,-1.00,1.51,1.720,0.79,-1.12,0.77
1.740,0.28,-1.14,0.31,1.740,0.19,-1.02,1.09,1.740,0.47,-1.04,-2.29,1.740,0.41,-1.01,0.25,1.740,0.42,-0.69,11.38,1.740,0.33,-1.05,-0.46,1.740,0.27,-1.10,0.13,1.740,0.26,-0.83,6.05,1.740,0.44,-0.97,3.68,1.740,0.77,-0.97,2.45
1.760,0.26,-1.13,0.10,1.760,0.17,-1.02,4.85,1.760,0.44,-1.11,-1.38,1.760,0.39,-1.01,-0.56,1.760,0.40,-0.35,7.48,1.760,0.31,-1.05,-0.57,1.760,0.24,-1.09,0.45,1.760,0.25,-0.59,5.87,1.760,0.42,-0.84,4.49,1.760,0.75,-0.95,1.09
1.780,0.24,-1.14,-0.07,1.780,0.15,-0.88,10.32,1.780,0.42,-1.12,0.25,1.780,0.37,-1.04,-1.09,1.780,0.41,-0.25,-2.62,1.780,0.29,-1.07,-0.77,1.780,0.22,-1.08,0.37,1.780,0.23,-0.47,1.37,1.780,0.40,-0.72,77.12,1.780,0.73,-0.96,-0.65
1.800,0.22,-1.14,-0.03,1.800,0.13,-0.57,13.81,1.800,0.40,-1.06,0.80,1.800,0.35,-1.07,-1.17,1.800,0.40,-0.50,-10.39,1.800,0.27,-1.09,-0.30,1.800,0.20,-1.07,0.78,1.800,0.24,-0.52,-4.35,1.800,0.40,-0.72,224.32,1.800,0.71,-0.99,-0.68
1.820,0.19,-1.14,1.62,1.820,0.12,-0.23,10.56,1.820,0.38,-1.06,0.26,1.820,0.32,-1.09,-0.89,1.820,0.39,-0.85,-10.57,1.820,0.24,-1.10,0.69,1.820,0.18,-1.08,3.41,1.820,0.21,-0.73,-5.74,1.820,0.38,8.16,301.15,1.820,0.69,-1.00,-0.23
1.840,0.17,-1.13,7.99,1.840,0.12,-0.02,138.55,1.840,0.36,-1.07,-0.22,1.840,0.30,-1.11,-0.35,1.840,0.37,-1.00,-5.61,1.840,0.22,-1.06,1.14,1.840,0.16,-1.00,7.17,1.840,0.20,-0.85,-4.18,1.840,0.36,17.20,157.25,1.840,0.67,-0.99,-0.01
1.860,0.15,-0.95,15.61,1.860,0.12,-0.17,270.80,1.860,0.34,-1.07,-0.11,1.860,0.28,-1.11,0.30,1.860,0.35,-1.02,-3.92,1.860,0.20,-1.02,1.26,1.860,0.14,-0.74,101.39,1.860,0.18,-0.83,-1.33,1.860,1.42,17.50,-138.06,1.860,0.65,-0.99,-0.16
1.880,0.13,-0.37,106.37,1.880,0.12,15.99,138.04,1.880,0.32,-1.07,-0.05,1.880,0.26,-1.09,0.61,1.880,0.33,-1.00,78.54,1.880,0.18,-1.03,1.78,1.880,0.12,-0.54,284.36,1.880,0.17,-0.92,2.75,1.880,1.42,8.82,-289.54,1.880,0.63,-1.00,-0.37
1.900,0.12,-0.03,292.43,1.900,0.10,16.25,-175.28,1.900,0.29,-1.07,0.09,1.900,0.24,-1.07,0.59,1.900,0.31,-1.32,249.85,1.900,0.16,-0.97,89.77,1.900,0.12,10.64,375.36,1.900,0.14,-0.82,7.42,1.900,1.42,-0.02,-219.56,1.900,0.61,-1.01,-0.37
1.920,0.15,10.71,405.67,1.920,2.06,0.12,-268.80,1.920,0.27,-1.08,0.38,1.920,0.22,-1.07,0.59,1.920,0.29,8.72,345.30,1.920,0.14,-0.89,265.08,1.920,0.10,21.74,194.37,1.920,0.13,-0.54,126.08,1.920,1.42,-0.02,-63.04,1.920,0.59,-1.02,-0.11
1.940,0.12,23.06,231.44,1.940,0.13,-5.33,86.21,1.940,0.25,-1.06,0.57,1.940,0.19,-1.05,1.81,1.940,0.23,19.23,103.80,1.940,0.13,9.61,354.23,1.940,1.43,22.01,-176.64,1.940,0.12,-0.33,239.90,1.940,1.42,-0.01,-23.97,1.940,0.57,-1.02,0.05
1.960,1.41,25.22,-184.62,1.960,0.11,5.32,309.16,1.960,0.23,-1.04,0.38,1.960,0.17,-1.03,5.46,1.960,1.45,19.88,,1.960,0.11,20.19,183.63,1.960,1.42,11.41,-375.66,1.960,0.12,13.71,212.93,1.960,1.42,1.24,-124.46,1.960,0.55,-1.00,-0.28
1.980,1.63,13.23,-451.46,1.980,1.42,21.40,83.84,1.980,0.21,-1.04,0.11,1.980,0.15,-0.89,10.32,1.980,1.45,-0.02,,1.980,1.34,20.45,-162.55,1.980,1.44,-0.22,-298.51,1.980,0.11,13.72,48.52,1.980,1.42,-4.16,-200.90,1.980,0.53,-1.02,-1.08
2.000,1.67,-1.62,-379.97,2.000,1.42,10.49,-228.36,2.000,0.19,-1.05,1.41,2.000,0.13,-0.58,11.62,2.000,1.45,,,2.000,1.34,10.31,-339.55,2.000,1.46,-1.10,-109.46,2.000,1.79,10.97,-91.44,2.000,1.57,-10.81,-132.02,2.000,0.51,-1.05,-1.65
2.020,1.45,-4.28,-125.18,2.020,1.39,-0.44,-267.78,2.020,0.17,-1.04,6.60,2.020,0.13,-0.27,101.80,,,,,2.020,1.34,-0.01,-258.14,2.020,1.37,-1.30,5.58,2.020,0.11,8.24,-44.99,2.020,0.77,-12.07,68.30,2.020,0.49,-1.10,-1.07
2.040,1.39,-2.86,45.21,2.040,1.39,-0.24,-83.22,2.040,0.15,-0.87,12.57,2.040,0.13,-0.26,285.62,,,,,2.040,1.34,-0.10,-87.31,2.040,1.37,-0.65,18.53,2.040,1.44,8.22,-68.57,2.040,0.77,-6.69,189.32,2.040,0.47,-1.12,0.18
2.060,1.39,-0.54,61.73,2.060,1.39,0.00,7.48,2.060,0.13,-0.42,112.17,2.060,0.13,11.01,379.41,,,,,2.060,1.34,-0.12,0.82,2.060,1.38,-0.01,12.90,2.060,1.44,11.07,-138.59,2.060,0.77,-0.08,155.20,2.060,0.44,-1.08,1.08
2.080,1.39,0.07,31.70,2.080,1.39,0.07,4.25,2.080,0.12,-0.16,305.61,2.080,0.10,22.42,192.58,,,,,2.080,1.33,-0.05,2.73,2.080,1.37,-0.17,2.73,2.080,1.44,-0.09,-161.92,2.080,0.77,-0.08,55.67,2.080,0.42,-1.05,0.91
2.100,1.39,0.20,6.36,2.100,1.39,0.15,0.51,2.100,0.14,11.71,400.96,2.100,1.47,22.58,-185.68,,,,,2.100,1.34,0.05,1.87,2.100,1.37,-0.23,0.53,2.100,1.44,-0.08,-92.30,2.100,0.76,-0.06,0.97,2.100,0.40,-1.04,0.20
2.120,1.40,0.20,-1.50,2.120,1.40,0.12,-2.20,2.120,0.12,23.67,194.02,2.120,1.47,11.28,-376.57,,,,,2.120,1.34,0.06,-0.17,2.120,1.36,-0.10,,2.120,1.43,-0.06,1.03,2.120,0.76,-0.03,1.03,2.120,0.38,-1.05,-0.03
2.140,1.40,0.09,-3.61,2.140,1.40,0.01,-3.29,2.140,1.54,23.86,-223.09,2.140,1.47,-0.13,-282.44,,,,,2.140,1.34,-0.01,-1.01,2.140,1.36,-0.02,,2.140,1.43,-0.04,0.82,2.140,0.76,-0.01,0.72,2.140,0.36,-1.06,0.15
2.160,1.40,0.00,-2.93,2.160,1.40,-0.06,-2.48,2.160,1.56,10.97,-437.38,2.160,1.46,-0.06,-92.42,,,,,2.160,1.34,-0.01,-0.29,2.160,1.36,,,2.160,1.43,-0.01,0.29,2.160,0.76,0.00,0.38,2.160,0.34,-1.04,0.28
2.180,1.40,-0.03,-1.20,2.180,1.39,-0.08,-1.17,2.180,1.56,-2.36,-323.19,2.180,1.47,0.02,1.89,,,,,2.180,1.34,3.55E-4,0.55,,,,,2.180,1.43,-0.03,0.12,2.180,0.76,-1.59E-4,0.12,2.180,0.32,-1.03,0.12
2.200,1.40,-0.03,-0.27,2.200,1.39,-0.10,-0.72,2.200,1.42,-2.59,-83.95,2.200,1.47,0.04,0.33,,,,,2.200,1.34,0.01,0.63,,,,,2.200,1.43,-0.03,0.47,2.200,0.76,0.00,-0.20,2.200,0.30,-1.04,-0.05
2.220,1.40,-0.03,,2.220,1.39,-0.09,-0.77,2.220,1.40,-1.36,40.14,2.220,1.47,0.01,-0.58,,,,,2.220,1.34,0.03,0.49,,,,,2.220,1.43,-0.01,0.83,2.220,0.76,0.00,-0.68,2.220,0.27,-1.04,0.03
2.240,1.40,-0.04,,2.240,1.39,-0.13,-0.76,2.240,1.41,-0.10,32.15,2.240,1.47,0.00,-0.59,,,,,2.240,1.34,0.03,0.24,,,,,2.240,1.43,0.02,0.29,2.240,0.76,-0.03,-0.86,2.240,0.25,-1.04,0.15
2.260,1.40,,,2.260,1.39,-0.14,-0.41,2.260,1.40,-0.03,11.36,2.260,1.47,-0.01,-0.33,,,,,2.260,1.34,0.04,-0.13,,,,,2.260,1.43,0.02,-0.63,2.260,0.76,-0.05,-0.43,2.260,0.23,-1.03,0.20
,,,,2.280,1.38,-0.14,0.64,2.280,1.40,-0.07,0.97,2.280,1.47,-0.02,-0.18,,,,,2.280,1.34,0.03,-0.12,,,,,2.280,1.43,-0.02,-1.06,2.280,0.76,-0.05,0.37,2.280,0.21,-1.03,0.19
,,,,2.300,1.38,-0.12,1.59,2.300,1.40,-0.04,1.73,2.300,1.47,-0.02,-0.01,,,,,2.300,1.34,0.01,0.07,,,,,2.300,1.43,-0.04,-0.47,2.300,0.76,-0.03,0.78,2.300,0.19,-1.03,1.06
,,,,2.320,1.38,-0.06,2.06,2.320,1.40,0.02,2.38,2.320,1.47,-0.02,-0.18,,,,,2.320,1.34,0.04,-0.64,,,,,2.320,1.43,-0.05,0.84,2.320,0.76,-0.01,0.62,2.320,0.17,-1.02,4.25
,,,,2.340,1.38,-0.03,1.89,2.340,1.40,0.09,1.38,2.340,1.47,-0.01,-0.69,,,,,2.340,1.34,0.03,-2.55,,,,,2.340,1.43,-0.01,,2.340,0.76,0.00,0.26,2.340,0.15,-0.91,7.94
,,,,2.360,1.38,0.01,1.27,2.360,1.40,0.09,-0.19,2.360,1.46,-0.04,-0.99,,,,,2.360,1.35,-0.07,-4.07,,,,,2.360,1.43,0.05,,2.360,0.76,0.00,0.05,2.360,0.13,-0.63,102.52
,,,,2.380,1.38,0.03,0.47,2.380,1.41,0.06,-1.18,2.380,1.46,-0.07,-0.38,,,,,2.380,1.34,-0.18,-3.40,,,,,2.380,1.43,,,2.380,0.76,0.00,0.03,2.380,0.12,-0.46,287.17
,,,,2.400,1.38,0.03,-0.48,2.400,1.41,0.03,-1.14,2.400,1.46,-0.07,1.02,,,,,2.400,1.34,-0.23,-1.81,,,,,,,,,2.400,0.76,0.00,0.01,2.400,0.12,10.83,378.47
,,,,2.420,1.38,0.00,-0.99,2.420,1.41,0.01,-0.89,2.420,1.46,-0.03,1.88,,,,,2.420,1.33,-0.21,0.45,,,,,,,,,2.420,0.76,0.00,0.00,2.420,0.10,22.09,191.98
,,,,2.440,1.38,-0.02,-0.57,2.440,1.41,0.01,-0.93,2.440,1.46,0.03,1.73,,,,,2.440,1.33,-0.25,5.25,,,,,,,,,2.440,0.76,0.00,0.02,2.440,1.45,22.23,-182.44
,,,,2.460,1.38,-0.03,0.16,2.460,1.41,-0.02,-1.02,2.460,1.46,0.04,1.05,,,,,2.460,1.32,-0.10,,,,,,,,,,2.460,0.76,0.00,0.06,2.460,1.45,11.17,-372.53
,,,,2.480,1.38,0.00,0.54,2.480,1.41,-0.05,-0.63,2.480,1.46,0.06,0.77,,,,,2.480,1.31,0.29,,,,,,,,,,2.480,0.76,0.00,0.08,2.480,1.45,-0.15,-282.26
,,,,2.500,1.38,0.00,0.43,2.500,1.41,-0.06,0.31,2.500,1.46,0.07,,,,,,2.500,1.33,,,,,,,,,,,2.500,0.76,0.00,0.08,2.500,1.45,-0.24,-94.79
,,,,2.520,1.38,0.01,-0.39,2.520,1.40,-0.03,0.89,2.520,1.47,0.10,,,,,,,,,,,,,,,,,,2.520,0.76,0.00,0.03,2.520,1.43,-0.23,1.82
,,,,2.540,1.38,0.01,0.03,2.540,1.40,0.00,0.81,2.540,1.47,,,,,,,,,,,,,,,,,,,2.540,0.76,0.00,-0.02,2.540,1.43,-0.12,3.20
,,,,2.560,1.38,-0.06,3.46,2.560,1.40,-2.93E-4,0.19,,,,,,,,,,,,,,,,,,,,,2.560,0.76,0.00,-0.06,2.560,1.43,-0.04,3.18
,,,,2.580,1.38,0.07,7.76,2.580,1.40,0.01,-0.31,,,,,,,,,,,,,,,,,,,,,2.580,0.76,0.00,-0.05,2.580,1.43,-0.04,3.09
,,,,2.600,1.37,0.36,7.44,2.600,1.40,-0.02,-0.20,,,,,,,,,,,,,,,,,,,,,2.600,0.76,-1.58E-4,0.00,2.600,1.43,0.07,3.24
,,,,2.620,1.40,0.52,0.90,2.620,1.41,-0.02,0.35,,,,,,,,,,,,,,,,,,,,,2.620,0.76,0.00,0.04,2.620,1.43,0.14,1.96
,,,,2.640,1.41,0.38,-6.12,2.640,1.40,0.00,0.84,,,,,,,,,,,,,,,,,,,,,2.640,0.76,0.00,0.03,2.640,1.44,0.17,-1.14
,,,,2.660,1.41,0.16,-10.96,2.660,1.41,0.03,0.52,,,,,,,,,,,,,,,,,,,,,2.660,0.76,0.00,-0.02,2.660,1.44,0.10,-1.62
,,,,2.680,1.41,-0.01,-14.44,2.680,1.41,0.03,-0.11,,,,,,,,,,,,,,,,,,,,,2.680,0.76,0.00,-0.05,2.680,1.45,-0.03,1.84
,,,,2.700,1.41,-0.40,-13.44,2.700,1.41,0.01,-0.44,,,,,,,,,,,,,,,,,,,,,2.700,0.76,0.00,-0.04,2.700,1.44,0.14,4.44
,,,,2.720,1.40,-0.79,-1.08,2.720,1.41,0.01,-0.12,,,,,,,,,,,,,,,,,,,,,2.720,0.76,0.00,0.00,2.720,1.44,0.35,-0.10
,,,,2.740,1.37,-0.67,,2.740,1.41,0.00,0.52,,,,,,,,,,,,,,,,,,,,,2.740,0.76,-1.58E-4,0.02,2.740,1.46,0.25,-8.82
,,,,2.760,1.36,0.13,,2.760,1.41,0.03,0.74,,,,,,,,,,,,,,,,,,,,,2.760,0.76,0.00,0.18,2.760,1.46,-0.15,-10.77
,,,,2.780,1.37,,,2.780,1.41,0.05,0.32,,,,,,,,,,,,,,,,,,,,,2.780,0.76,6.51E-4,0.51,2.780,1.44,-0.42,-4.30
,,,,,,,,2.800,1.41,0.05,-0.51,,,,,,,,,,,,,,,,,,,,,2.800,0.76,0.02,0.68,2.800,1.44,-0.27,2.53
,,,,,,,,2.820,1.41,0.02,-0.68,,,,,,,,,,,,,,,,,,,,,2.820,0.76,0.04,0.37,2.820,1.44,-0.14,4.15
,,,,,,,,2.840,1.41,0.00,0.21,,,,,,,,,,,,,,,,,,,,,2.840,0.76,0.04,-0.30,2.840,1.43,-0.13,3.08
,,,,,,,,2.860,1.41,0.02,1.55,,,,,,,,,,,,,,,,,,,,,2.860,0.76,0.02,-0.64,2.860,1.43,-0.07,3.19
,,,,,,,,2.880,1.41,0.07,3.63,,,,,,,,,,,,,,,,,,,,,2.880,0.76,0.00,-0.47,2.880,1.43,0.02,3.03
,,,,,,,,2.900,1.41,0.13,6.54,,,,,,,,,,,,,,,,,,,,,2.900,0.76,0.00,-0.16,2.900,1.43,0.09,1.22
,,,,,,,,2.920,1.41,0.32,8.18,,,,,,,,,,,,,,,,,,,,,2.920,0.76,0.00,-0.02,2.920,1.43,0.08,-1.42
,,,,,,,,2.940,1.42,0.56,5.65,,,,,,,,,,,,,,,,,,,,,2.940,0.76,0.00,-0.06,2.940,1.44,0.02,-3.62
,,,,,,,,2.960,1.44,0.63,-1.80,,,,,,,,,,,,,,,,,,,,,2.960,0.76,0.00,-0.05,2.960,1.44,-0.08,-4.57
,,,,,,,,2.980,1.45,0.50,-4.90,,,,,,,,,,,,,,,,,,,,,2.980,0.76,-1.59E-4,0.00,2.980,1.43,-0.18,-4.07
,,,,,,,,3.000,1.46,0.16,1.73,,,,,,,,,,,,,,,,,,,,,3.000,0.76,0.00,0.04,3.000,1.43,-0.26,-3.24
,,,,,,,,3.020,1.46,0.43,10.59,,,,,,,,,,,,,,,,,,,,,3.020,0.76,0.00,0.03,3.020,1.42,-0.28,-2.95
,,,,,,,,3.040,1.45,0.90,7.82,,,,,,,,,,,,,,,,,,,,,3.040,0.76,0.00,-0.02,3.040,1.41,-0.37,-2.39
,,,,,,,,3.060,1.51,1.03,-11.34,,,,,,,,,,,,,,,,,,,,,3.060,0.76,0.00,-0.05,3.060,1.41,-0.43,1.55
,,,,,,,,3.080,1.52,0.50,-28.47,,,,,,,,,,,,,,,,,,,,,3.080,0.76,0.00,-0.04,3.080,1.39,-0.40,9.52
,,,,,,,,3.100,1.52,-0.53,-27.67,,,,,,,,,,,,,,,,,,,,,3.100,0.76,0.00,0.01,3.100,1.39,-0.07,15.08
,,,,,,,,3.120,1.50,-0.96,-9.64,,,,,,,,,,,,,,,,,,,,,3.120,0.76,-3.18E-4,0.05,3.120,1.39,0.41,12.36
,,,,,,,,3.140,1.46,-0.83,8.29,,,,,,,,,,,,,,,,,,,,,3.140,0.76,0.00,0.25,3.140,1.41,0.57,1.83
,,,,,,,,3.160,1.46,-0.35,9.31,,,,,,,,,,,,,,,,,,,,,3.160,0.76,0.00,0.40,3.160,1.42,0.44,-7.20
,,,,,,,,3.180,1.46,-0.14,-1.53,,,,,,,,,,,,,,,,,,,,,3.180,0.76,0.03,0.35,3.180,1.43,0.11,-8.41
,,,,,,,,3.200,1.46,-0.53,-8.95,,,,,,,,,,,,,,,,,,,,,3.200,0.76,0.02,0.14,3.200,1.43,-2.51E-5,-4.42
,,,,,,,,3.220,1.45,-0.83,-3.91,,,,,,,,,,,,,,,,,,,,,3.220,0.77,0.02,-0.05,3.220,1.42,0.01,-0.76
,,,,,,,,3.240,1.41,-0.73,5.86,,,,,,,,,,,,,,,,,,,,,3.240,0.76,0.02,-0.02,3.240,1.43,0.02,-1.18
,,,,,,,,3.260,1.41,-0.41,14.15,,,,,,,,,,,,,,,,,,,,,3.260,0.77,0.02,-0.16,3.260,1.43,0.00,-3.08
,,,,,,,,3.280,1.41,-0.25,17.47,,,,,,,,,,,,,,,,,,,,,3.280,0.77,0.02,-0.31,3.280,1.42,-0.14,-2.62
,,,,,,,,3.300,1.40,0.39,10.57,,,,,,,,,,,,,,,,,,,,,3.300,0.77,0.00,-0.30,3.300,1.43,-0.21,1.81
,,,,,,,,3.320,1.39,0.57,-4.37,,,,,,,,,,,,,,,,,,,,,3.320,0.77,0.00,-0.17,3.320,1.41,-0.09,6.02
,,,,,,,,3.340,1.47,0.04,-12.28,,,,,,,,,,,,,,,,,,,,,3.340,0.77,0.00,-0.05,3.340,1.41,0.17,3.64
,,,,,,,,3.360,1.40,-0.43,-3.12,,,,,,,,,,,,,,,,,,,,,3.360,0.77,0.00,-0.11,3.360,1.43,0.21,-3.26
,,,,,,,,3.380,1.39,-0.09,1.69,,,,,,,,,,,,,,,,,,,,,3.380,0.77,0.00,-0.09,3.380,1.43,-0.07,-6.18
,,,,,,,,3.400,1.42,0.32,-4.08,,,,,,,,,,,,,,,,,,,,,3.400,0.77,0.00,-0.02,3.400,1.42,-0.24,-1.65
,,,,,,,,3.420,1.45,-0.51,5.31,,,,,,,,,,,,,,,,,,,,,3.420,0.77,0.00,0.05,3.420,1.41,-0.12,3.79
,,,,,,,,3.440,1.39,-0.50,,,,,,,,,,,,,,,,,,,,,,3.440,0.77,-1.60E-4,0.07,3.440,1.42,0.07,3.79
,,,,,,,,3.460,1.36,1.37,,,,,,,,,,,,,,,,,,,,,,3.460,0.77,0.00,0.06,3.460,1.42,0.08,0.44
